Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,isMobile,timespentonsite_7days,pageviews_7days,sessions_7days,Loan_Status
LP001568,Male,No,0,Graduate,No,33330,0,70000,360,1,Urban,1,25,6,7,Y
LP001569,Male,Yes,3+,Graduate,No,34000,25000,123000,360,0,Rural,1,26,6,3,N
LP001570,Female,No,0,Graduate,No,23780,0,9000,360,1,Urban,0,43,4,6,N
LP001571,Male,Yes,0,Graduate,No,31660,20640,104000,360,0,Urban,1,23,17,2,N
LP001572,Male,Yes,1,Graduate,No,34170,17500,186000,360,1,Urban,1,37,16,4,Y
LP001573,Male,Yes,,Graduate,No,51160,14510,165000,360,0,Urban,0,31,6,5,N
LP001574,Male,Yes,2,Graduate,No,166660,0,275000,360,1,Urban,1,49,8,6,Y
LP001575,Male,Yes,2,Not Graduate,No,61250,16250,187000,480,1,Semiurban,1,40,6,5,N
LP001576,Male,Yes,3+,Graduate,No,64060,0,150000,360,1,Semiurban,0,40,7,5,N
LP001577,Male,Yes,2,Graduate,No,31590,4610,108000,84,1,Urban,0,43,19,3,Y
LP001578,,Yes,0,Graduate,No,30870,22100,136000,360,0,Semiurban,0,10,16,4,N
LP001579,Male,No,0,Graduate,No,32290,27390,110000,360,1,Urban,1,26,8,7,Y
LP001580,Male,Yes,1,Graduate,No,17820,22320,107000,360,1,Rural,1,26,12,7,Y
LP001581,Male,No,0,Graduate,,31820,29170,161000,360,1,Urban,1,21,18,6,Y
LP001582,Male,Yes,2,Graduate,No,65400,0,205000,360,1,Semiurban,1,40,13,3,Y
LP001583,Male,No,0,Graduate,No,18360,338370,90000,360,1,Urban,0,20,9,5,N
LP001584,Female,Yes,0,Graduate,No,31660,0,36000,360,1,Semiurban,0,27,18,3,Y
LP001585,Male,Yes,1,Graduate,No,18800,0,61000,360,,Rural,0,25,7,5,N
LP001586,Male,Yes,1,Graduate,No,27870,19170,146000,360,0,Rural,0,24,9,6,N
LP001587,Male,Yes,1,Graduate,No,42830,30000,172000,84,1,Rural,0,24,5,4,N
LP001588,Male,Yes,0,Graduate,No,22970,15220,104000,360,1,Urban,1,44,6,6,Y
LP001589,Female,No,0,Not Graduate,No,21650,0,70000,360,1,Semiurban,1,41,12,7,Y
LP001590,,No,0,Graduate,No,47500,0,94000,360,1,Semiurban,0,20,19,7,Y
LP001591,Male,Yes,2,Graduate,Yes,27260,0,106000,360,0,Semiurban,0,30,13,6,N
LP001592,Male,Yes,0,Graduate,No,30000,34160,56000,180,1,Semiurban,1,34,13,5,Y
LP001593,Male,Yes,2,Graduate,Yes,60000,0,205000,240,1,Semiurban,1,13,12,6,N
LP001594,,No,3+,Graduate,Yes,93570,0,292000,360,1,Semiurban,0,37,18,7,Y
LP001595,Male,Yes,0,Graduate,No,38590,33000,142000,180,1,Rural,1,34,7,4,Y
LP001596,Male,Yes,0,Graduate,Yes,161200,0,260000,360,1,Urban,1,23,18,7,Y
LP001597,Male,No,0,Not Graduate,No,38330,0,110000,360,1,Rural,1,40,17,5,Y
LP001598,Male,Yes,2,Not Graduate,Yes,63830,10000,187000,360,1,Rural,1,34,10,3,N
LP001599,Male,No,,Graduate,No,29870,0,88000,360,0,Semiurban,1,43,15,2,N
LP001600,Male,Yes,0,Graduate,Yes,99630,0,180000,360,1,Rural,0,22,14,7,Y
LP001601,Male,Yes,2,Graduate,No,57800,0,192000,360,1,Urban,0,50,13,3,Y
LP001602,Female,No,3+,Graduate,,4160,416670,350000,180,,Urban,1,39,3,3,N
LP001603,Male,Yes,0,Not Graduate,,28940,27920,155000,360,1,Rural,1,24,7,7,Y
LP001604,Male,Yes,3+,Graduate,No,57030,0,128000,360,1,Urban,0,30,11,3,Y
LP001605,Male,No,0,Graduate,No,36760,43010,172000,360,1,Rural,0,28,14,7,Y
LP001606,Female,Yes,1,Graduate,No,120000,0,496000,360,1,Semiurban,0,40,6,4,Y
LP001607,Male,Yes,0,Not Graduate,No,24000,38000,,180,1,Urban,0,22,8,2,N
LP001608,Male,Yes,1,Graduate,No,34000,25000,173000,360,1,Semiurban,1,40,15,7,Y
LP001609,Male,Yes,2,Not Graduate,No,39870,14110,157000,360,1,Rural,1,21,20,3,Y
LP001610,Male,Yes,0,Graduate,No,32320,19500,108000,360,1,Rural,1,43,8,6,Y
LP001611,Female,No,0,Graduate,No,29000,0,71000,360,1,Rural,0,23,13,5,Y
LP001612,Male,Yes,3+,Graduate,No,41060,0,40000,180,1,Rural,1,50,12,5,Y
LP001613,Male,Yes,1,Graduate,No,80720,2400,253000,360,1,Urban,1,46,10,3,Y
LP001614,Male,Yes,2,Graduate,No,75830,0,187000,360,1,Urban,0,37,19,5,Y
LP001615,Female,No,0,Graduate,Yes,45830,0,133000,360,0,Semiurban,0,30,4,2,N
LP001616,Male,Yes,1,Graduate,No,45830,15080,128000,360,1,Rural,0,33,6,4,N
LP001617,Male,Yes,3+,Graduate,No,30360,25040,158000,360,0,Semiurban,0,17,8,2,N
LP001618,Male,Yes,1,Graduate,No,128410,109680,349000,360,1,Semiurban,1,30,15,5,N
LP001619,Male,No,0,Graduate,No,18530,28400,114000,360,1,Rural,1,43,12,6,N
LP001620,Female,No,0,Graduate,No,35100,0,76000,360,0,Urban,1,20,7,5,N
LP001621,Male,Yes,0,Not Graduate,No,48870,0,133000,360,1,Rural,1,29,6,6,N
LP001622,Male,Yes,0,Not Graduate,No,76600,0,104000,360,0,Urban,1,23,15,2,N
LP001623,Male,Yes,0,Not Graduate,No,26000,19110,116000,360,0,Semiurban,0,32,13,6,N
LP001624,,Yes,2,Not Graduate,No,33650,19170,112000,360,0,Rural,0,13,6,6,N
LP001625,Male,Yes,1,Graduate,,37170,29250,151000,360,,Semiurban,0,12,13,6,N
LP001626,Male,No,0,Not Graduate,No,14420,0,35000,360,1,Urban,0,19,3,6,N
LP001627,Male,Yes,1,Graduate,,41660,33690,201000,360,,Urban,0,12,3,5,N
LP001628,Male,No,0,Graduate,No,31670,0,74000,360,1,Urban,1,37,10,5,N
LP001629,Male,No,1,Graduate,Yes,46920,0,106000,360,1,Rural,1,20,4,3,N
LP001630,Male,No,3+,Graduate,No,125000,30000,320000,360,1,Rural,0,34,13,4,N
LP001631,Male,Yes,0,Graduate,No,18280,13300,100000,,0,Urban,0,42,8,3,N
LP001632,Male,No,0,Graduate,No,36000,0,80000,360,1,Urban,0,18,10,2,N
LP001633,Female,Yes,0,Graduate,No,26450,34400,120000,360,0,Urban,0,40,14,5,N
LP001634,Female,No,0,Graduate,No,42300,0,112000,360,1,Semiurban,0,43,15,4,N
LP001635,Male,Yes,2,Graduate,No,46160,0,134000,360,1,Urban,0,19,15,6,N
LP001636,Female,Yes,1,Graduate,Yes,115000,0,286000,360,0,Urban,1,45,12,6,N
LP001637,Male,Yes,0,Graduate,No,33660,22000,135000,360,1,Rural,1,21,14,3,N
LP001638,Male,Yes,0,Not Graduate,Yes,26090,34490,165000,180,0,Rural,1,44,15,4,N
LP001639,Male,Yes,1,Graduate,No,49450,0,,360,0,Rural,0,18,10,2,N
LP001640,Female,No,0,Graduate,No,41660,0,116000,360,0,Semiurban,1,32,13,4,N
LP001641,Male,Yes,0,Graduate,No,57260,45950,258000,360,1,Semiurban,1,30,5,2,N
LP001642,Male,No,0,Not Graduate,No,32000,22540,126000,180,0,Urban,0,12,18,6,N
LP001643,Female,No,0,Graduate,No,43000,0,136000,360,0,Semiurban,1,12,11,3,N
LP001644,Male,Yes,3+,Not Graduate,No,47550,0,95000,,0,Semiurban,0,13,3,6,N
LP001645,Male,No,0,Graduate,No,37500,0,113000,480,1,Urban,1,28,4,3,N
LP001646,Male,No,0,Graduate,No,37500,47500,176000,360,1,Urban,0,31,5,5,N
LP001647,Male,Yes,1,Graduate,Yes,10000,30220,110000,360,1,Urban,0,21,17,2,N
LP001648,Male,Yes,3+,Graduate,No,31670,40000,180000,300,0,Semiurban,0,31,12,2,N
LP001649,Female,Yes,2,Graduate,No,13780,18810,167000,360,1,Urban,1,12,3,2,N
LP001650,Male,Yes,0,Graduate,No,60000,22500,265000,360,,Semiurban,0,10,16,6,N
LP001651,Male,No,0,Graduate,,67820,0,,360,,Urban,0,21,11,2,N
LP001652,Male,No,0,Not Graduate,,73330,0,120000,360,1,Rural,0,11,11,3,N
LP001653,Male,Yes,2,Graduate,No,38000,36000,216000,360,0,Urban,0,41,17,4,N
LP001654,Male,Yes,0,Not Graduate,No,35720,41140,152000,,0,Rural,0,33,10,2,N
LP001655,Male,Yes,0,Graduate,No,55680,21420,175000,360,1,Rural,0,35,11,4,N
LP001656,Male,Yes,1,Graduate,Yes,105130,38500,160000,180,0,Urban,1,14,16,5,N
LP001657,Male,Yes,0,Graduate,No,60800,25690,182000,360,,Rural,0,15,16,5,N
LP001658,Male,Yes,3+,Graduate,No,40000,77500,290000,360,1,Semiurban,0,28,7,6,N
LP001659,Female,Yes,0,Graduate,No,45830,0,84000,360,1,Rural,1,43,11,5,N
LP001660,Male,No,0,Graduate,No,149990,0,242000,360,0,Semiurban,0,43,15,5,N
LP001661,Male,Yes,2,Not Graduate,No,42000,14300,129000,360,1,Rural,1,23,13,6,N
LP001662,Male,Yes,2,Graduate,No,50420,20830,185000,360,1,Rural,1,44,9,4,N
LP001663,Female,No,0,Graduate,No,100000,16660,225000,360,1,Rural,1,25,14,6,N
LP001664,Male,No,0,Graduate,No,62770,0,118000,360,0,Rural,1,43,7,4,N
LP001665,Male,No,0,Graduate,No,91660,0,244000,360,1,Urban,1,39,11,3,N
LP001666,Male,Yes,2,Not Graduate,No,22810,0,113000,360,1,Rural,1,37,10,2,N
LP001667,Male,Yes,0,Graduate,No,79330,0,275000,360,1,Urban,0,41,3,5,N
LP001668,Male,Yes,1,Graduate,No,30890,12800,121000,360,0,Semiurban,1,36,11,6,N
LP001669,Female,Yes,0,Graduate,No,45830,0,112000,360,1,Rural,1,15,10,6,N
LP001670,Male,No,0,Graduate,No,22370,0,63000,480,0,Semiurban,0,33,14,5,N
LP001671,Male,Yes,3+,Not Graduate,No,35220,0,81000,180,1,Rural,0,45,16,2,N
LP001672,Male,Yes,0,Not Graduate,Yes,43440,7360,87000,360,1,Semiurban,1,27,3,5,N
LP001673,Male,Yes,3+,Graduate,No,55160,113000,495000,360,0,Semiurban,0,20,7,4,N
LP001674,Male,No,0,Not Graduate,No,23330,14510,102000,480,0,Urban,1,18,11,3,N
LP001675,Male,Yes,1,Graduate,No,64000,72500,180000,360,0,Urban,0,39,12,6,N
LP001676,Male,No,0,Graduate,No,19160,50630,67000,360,,Rural,0,12,15,4,N
LP001677,Male,Yes,1,Graduate,No,338460,0,260000,360,1,Semiurban,1,27,14,6,N
LP001678,Male,Yes,1,Graduate,Yes,21780,0,66000,300,0,Rural,1,41,7,6,N
LP001679,Male,No,0,Graduate,No,120000,0,164000,360,1,Semiurban,1,19,13,6,N
LP001680,Male,Yes,0,Not Graduate,No,60330,0,160000,360,1,Urban,1,21,5,2,N
LP001681,Male,Yes,1,Graduate,No,31250,25830,170000,360,1,Semiurban,0,17,7,3,N
LP001682,Male,No,0,Graduate,Yes,110000,0,83000,360,1,Urban,0,31,8,2,N
LP001683,Male,Yes,3+,Not Graduate,No,39920,0,,180,1,Urban,1,32,16,4,N
LP001684,Male,No,0,Graduate,No,34180,0,127000,360,1,Semiurban,1,38,4,4,N
LP001685,Female,No,0,Graduate,No,100000,0,214000,360,1,Semiurban,1,32,16,3,N
LP001686,Male,Yes,3+,Graduate,No,34300,12500,128000,360,0,Semiurban,0,24,12,4,N
LP001687,Male,Yes,0,Graduate,No,1500,18000,135000,360,1,Rural,0,32,5,6,N
LP001688,Male,Yes,2,Graduate,,50000,0,72000,360,0,Semiurban,1,33,13,4,N
LP001689,Male,Yes,0,Graduate,No,22210,0,60000,360,0,Urban,1,17,4,6,N
LP001690,Male,Yes,0,Graduate,No,32500,0,170000,360,1,Rural,1,15,18,4,N
LP001691,Male,Yes,,Not Graduate,Yes,47350,0,138000,360,1,Urban,0,36,12,4,N
LP001692,Male,Yes,0,Graduate,,57460,0,255000,360,,Urban,1,12,6,4,N
LP001693,Male,Yes,1,Not Graduate,No,25100,19830,140000,180,1,Urban,0,12,3,4,N
LP001694,Male,No,0,Graduate,Yes,60500,43330,120000,180,1,Urban,0,34,15,2,N
LP001695,Male,Yes,0,Not Graduate,No,16680,38900,201000,360,0,Semiurban,0,36,15,2,N
LP001696,Female,No,2,Graduate,No,34270,0,138000,360,1,Urban,0,21,3,2,N
LP001697,Male,No,0,Graduate,Yes,162500,0,192000,360,0,Urban,1,27,12,6,N
LP001698,Male,No,0,Not Graduate,No,60450,0,115000,360,0,Rural,1,44,4,4,N
LP001699,Male,Yes,3+,Graduate,No,52500,0,94000,360,1,Urban,1,20,9,3,N
LP001700,Male,Yes,0,Graduate,No,146830,21000,304000,360,1,Rural,0,21,5,6,N
LP001701,Male,Yes,3+,Not Graduate,No,49310,0,128000,360,,Semiurban,0,11,4,5,N
LP001702,Female,No,1,Graduate,No,34810,0,155000,36,1,Semiurban,0,30,16,6,N
LP001703,Female,No,0,Graduate,,34180,0,135000,360,1,Rural,1,11,18,4,N
LP001704,Male,No,1,Not Graduate,Yes,40530,24260,158000,360,0,Urban,1,12,9,4,N
LP001705,Male,Yes,0,Graduate,No,206670,0,,360,1,Rural,0,41,8,5,N
LP001706,Female,No,0,Graduate,Yes,26000,17170,99000,300,1,Semiurban,0,26,11,4,N
LP001707,Male,Yes,2,Graduate,No,44000,0,127000,360,0,Semiurban,1,33,11,5,N
LP001708,Female,No,,Graduate,No,54170,0,143000,480,0,Urban,1,28,11,5,N
LP001709,Female,No,0,Graduate,No,50000,25410,151000,480,1,Rural,1,27,17,3,N
LP001710,Male,Yes,1,Graduate,No,20140,29250,113000,360,1,Urban,0,23,3,4,N
LP001711,Male,Yes,0,Not Graduate,No,18000,29340,93000,360,0,Urban,0,45,9,6,N
LP001712,Male,No,0,Not Graduate,No,20000,0,,360,1,Urban,0,29,11,6,N
LP001713,Female,No,0,Graduate,No,24000,18630,104000,360,0,Urban,1,11,4,5,N
LP001714,Male,No,0,Graduate,No,202330,0,480000,360,1,Rural,1,10,15,5,N
LP001715,,Yes,0,Graduate,No,24730,18430,159000,360,1,Rural,0,37,11,4,N
LP001716,Male,Yes,1,Graduate,Yes,100000,0,155000,360,1,Rural,0,23,18,5,N
LP001717,Male,Yes,1,Graduate,Yes,86660,49830,376000,360,0,Rural,1,14,10,4,N
LP001718,Female,Yes,0,Graduate,No,43330,24510,110000,360,1,Urban,1,18,15,6,N
LP001719,Female,No,3+,Not Graduate,No,18300,0,,360,0,Urban,0,24,7,4,N
LP001720,Male,Yes,3+,Not Graduate,No,26470,15870,173000,360,1,Rural,1,10,6,3,N
LP001721,Female,No,0,Graduate,No,23780,0,46000,360,1,Rural,0,44,8,3,N
LP001722,Male,Yes,,Not Graduate,No,35230,32300,152000,360,0,Rural,0,11,13,2,N
LP001723,Male,No,0,Graduate,No,87500,41670,308000,360,1,Rural,1,41,8,4,N
LP001724,Female,Yes,0,Graduate,Yes,55000,0,105000,360,0,Rural,1,42,9,3,N
LP001725,Male,Yes,1,Graduate,No,38750,0,67000,360,1,Urban,0,18,4,3,N
LP001726,Male,Yes,0,Not Graduate,No,30000,16660,100000,480,0,Urban,0,14,11,4,N
LP001727,Female,No,1,Graduate,No,47230,0,81000,360,1,Semiurban,0,42,5,5,N
LP001728,Male,No,0,Not Graduate,No,62160,0,133000,360,1,Rural,1,13,12,4,N
LP001729,Male,No,0,Graduate,No,25000,0,96000,480,1,Semiurban,0,18,11,5,N
LP001730,Male,No,0,Graduate,No,51240,0,124000,,0,Rural,0,36,12,5,N
LP001731,Male,Yes,0,Graduate,No,197300,52660,570000,360,1,Rural,1,44,14,6,N
LP001732,Male,No,1,Graduate,No,30620,19870,111000,180,0,Urban,1,33,5,2,N
LP001733,Male,No,0,Graduate,No,30690,0,71000,480,1,Urban,0,24,4,5,N
LP001734,Male,Yes,2,Graduate,No,45660,0,100000,360,1,Urban,0,15,17,2,N
LP001735,Male,Yes,0,Not Graduate,No,30100,31360,,360,0,Urban,1,12,5,6,N
LP001736,Female,No,0,Graduate,No,31800,0,71000,360,0,Urban,1,20,16,5,N
LP001737,Female,No,0,Graduate,No,15000,18000,103000,360,0,Semiurban,1,18,14,5,N
LP001738,Male,Yes,2,Not Graduate,No,28890,0,45000,180,0,Urban,0,41,14,4,N
LP001739,Male,No,0,Not Graduate,No,27550,0,65000,300,1,Rural,1,37,17,5,N
LP001740,Female,No,0,Graduate,Yes,74410,0,194000,360,1,Rural,0,13,14,4,N
LP001741,Male,Yes,1,Graduate,No,83000,0,152000,300,0,Semiurban,0,12,16,6,N
LP001742,Male,Yes,3+,Graduate,No,810000,0,360000,360,0,Rural,1,45,17,5,N
LP001743,Female,No,1,Not Graduate,Yes,38670,0,62000,360,1,Semiurban,1,39,14,2,N
LP001744,Male,Yes,0,Not Graduate,No,60960,0,218000,360,0,Rural,0,25,9,6,N
LP001745,Female,Yes,0,Not Graduate,No,21490,32370,178000,360,0,Semiurban,0,25,15,4,N
LP001746,Female,No,1,Graduate,No,26000,0,160000,360,1,Urban,1,30,6,2,N
LP001747,Male,Yes,2,Graduate,Yes,16000,200000,239000,360,1,Urban,1,25,13,2,N
LP001748,Female,No,0,Not Graduate,No,27200,0,80000,,0,Urban,0,22,18,6,N
LP001749,Male,Yes,1,Graduate,No,72500,16670,110000,,0,Urban,1,24,6,2,N
LP001750,Female,No,1,Not Graduate,No,46060,0,81000,360,1,Rural,1,28,18,2,N
LP001751,Male,No,0,Graduate,No,65000,0,105000,360,0,Rural,0,45,8,5,N
LP001752,Male,No,0,Graduate,Yes,104160,0,187000,360,0,Urban,0,33,10,2,N
LP001753,Male,Yes,0,Graduate,,35390,13760,55000,360,1,Rural,1,21,12,4,N
LP001754,Male,Yes,2,Graduate,No,33400,17100,150000,360,0,Rural,0,18,14,4,N
LP001755,Male,No,1,Not Graduate,Yes,27690,15420,190000,360,,Semiurban,0,36,4,2,N
LP001756,Male,Yes,2,Not Graduate,No,23090,12550,125000,360,0,Rural,0,14,17,5,N
LP001757,Male,Yes,0,Graduate,No,39480,17330,149000,360,0,Rural,1,13,10,6,N
LP001758,Male,Yes,0,Graduate,No,37080,25690,173000,360,1,Urban,1,37,12,3,N
LP001759,Male,Yes,0,Graduate,No,83340,0,160000,360,1,Semiurban,0,34,17,6,N
LP001760,Male,No,0,Graduate,No,41660,0,98000,360,0,Semiurban,0,43,9,3,N
LP001761,Male,Yes,3+,Not Graduate,No,29470,16640,70000,180,0,Urban,1,37,6,2,N
LP001762,Male,Yes,0,Graduate,No,43330,24510,110000,360,1,Urban,0,18,13,3,N
LP001763,Male,Yes,1,Not Graduate,No,26530,15000,113000,180,0,Rural,0,29,6,2,N
LP001764,,Yes,2,Graduate,No,28730,18720,132000,360,0,Semiurban,0,45,15,2,N
LP001765,Male,Yes,2,Graduate,No,29470,16030,,360,1,Urban,0,17,5,6,N
LP001766,Male,No,2,Graduate,No,35470,0,80000,360,0,Rural,0,20,16,3,N
LP001767,Male,Yes,1,Graduate,No,183330,0,500000,360,1,Urban,1,44,18,4,N
LP001768,Male,No,0,Graduate,No,24350,0,75000,360,1,Urban,1,26,7,6,N
LP001769,Male,Yes,0,Graduate,No,35970,21570,119000,360,0,Rural,0,16,13,2,N
LP001770,Male,No,0,Graduate,No,62830,44160,209000,360,0,Rural,0,20,4,4,N
LP001771,Male,Yes,1,Not Graduate,No,40500,53020,138000,360,,Rural,1,19,7,5,N
LP001772,,No,0,Graduate,No,35830,0,96000,360,1,Urban,0,33,6,4,N
LP001773,Male,No,0,Not Graduate,No,35980,12870,100000,360,1,Rural,1,24,12,4,N
LP001774,Male,Yes,0,Graduate,No,21300,66660,70000,180,1,Semiurban,1,15,4,5,N
LP001775,Male,No,0,Graduate,No,58150,36660,311000,360,1,Rural,0,45,5,4,N
LP001776,Male,Yes,,Not Graduate,No,30740,18000,123000,360,0,Semiurban,1,31,11,3,N
LP001777,Male,No,0,Graduate,No,46830,19150,185000,360,1,Semiurban,0,33,6,5,N
LP001778,Female,No,0,Not Graduate,No,34000,0,95000,360,1,Rural,1,27,3,2,N
LP001779,Male,No,0,Graduate,No,46800,20870,,360,1,Semiurban,0,37,8,2,N
LP001780,Male,No,2,Graduate,No,35880,0,110000,360,0,Rural,1,29,6,2,N
LP001781,Male,No,1,Graduate,No,112500,0,196000,360,,Semiurban,0,31,14,6,N
LP001782,Male,Yes,0,Not Graduate,No,29170,5360,66000,360,1,Rural,1,40,3,3,N
LP001783,Female,No,0,Graduate,No,21380,0,99000,360,0,Semiurban,1,35,5,6,N
LP001784,Male,No,0,Not Graduate,No,33580,0,80000,36,1,Semiurban,0,28,16,3,N
LP001785,Female,No,0,Graduate,No,50000,0,103000,360,0,Semiurban,0,17,13,5,N
LP001786,Male,Yes,2,Graduate,Yes,66330,0,,360,0,Rural,0,20,16,2,N
LP001787,Male,Yes,0,Not Graduate,No,24540,23330,181000,360,0,Urban,1,31,14,6,N
LP001788,Male,Yes,0,Graduate,No,35930,42660,132000,180,0,Rural,0,29,11,5,N
LP001789,Male,Yes,2,Graduate,No,87990,0,258000,360,0,Urban,0,15,14,6,N
LP001790,Male,Yes,3+,Graduate,No,34000,25000,123000,360,0,Rural,1,26,6,3,N
LP001791,Female,No,0,Graduate,No,23780,0,9000,360,1,Urban,0,43,4,6,N
LP001792,Male,Yes,0,Graduate,No,31660,20640,104000,360,0,Urban,1,23,17,2,N
LP001793,Male,Yes,,Graduate,No,51160,14510,165000,360,0,Urban,0,31,6,5,N
LP001794,Male,Yes,2,Not Graduate,No,61250,16250,187000,480,1,Semiurban,1,40,6,5,N
LP001795,Male,Yes,3+,Graduate,No,64060,0,150000,360,1,Semiurban,0,40,7,5,N
LP001796,,Yes,0,Graduate,No,30870,22100,136000,360,0,Semiurban,0,10,16,4,N
LP001797,Male,No,0,Graduate,No,18360,338370,90000,360,1,Urban,0,20,9,5,N
LP001798,Male,Yes,1,Graduate,No,18800,0,61000,360,,Rural,0,25,7,5,N
LP001799,Male,Yes,1,Graduate,No,27870,19170,146000,360,0,Rural,0,24,9,6,N
LP001800,Male,Yes,1,Graduate,No,42830,30000,172000,84,1,Rural,0,24,5,4,N
LP001801,Male,Yes,2,Graduate,Yes,27260,0,106000,360,0,Semiurban,0,30,13,6,N
LP001802,Male,Yes,2,Graduate,Yes,60000,0,205000,240,1,Semiurban,1,13,12,6,N
LP001803,Male,Yes,2,Not Graduate,Yes,63830,10000,187000,360,1,Rural,1,34,10,3,N
LP001804,Male,No,,Graduate,No,29870,0,88000,360,0,Semiurban,1,43,15,2,N
LP001805,Female,No,3+,Graduate,,4160,416670,350000,180,,Urban,1,39,3,3,N
LP001806,Male,Yes,0,Not Graduate,No,24000,38000,,180,1,Urban,0,22,8,2,N
LP001807,Female,No,0,Graduate,Yes,45830,0,133000,360,0,Semiurban,0,30,4,2,N
LP001808,Male,Yes,1,Graduate,No,45830,15080,128000,360,1,Rural,0,33,6,4,N
LP001809,Male,Yes,3+,Graduate,No,30360,25040,158000,360,0,Semiurban,0,17,8,2,N
LP001810,Male,Yes,1,Graduate,No,128410,109680,349000,360,1,Semiurban,1,30,15,5,N
LP001811,Male,No,0,Graduate,No,18530,28400,114000,360,1,Rural,1,43,12,6,N
LP001812,Female,No,0,Graduate,No,35100,0,76000,360,0,Urban,1,20,7,5,N
LP001813,Male,Yes,0,Not Graduate,No,48870,0,133000,360,1,Rural,1,29,6,6,N
LP001814,Male,Yes,0,Not Graduate,No,76600,0,104000,360,0,Urban,1,23,15,2,N
LP001815,Male,Yes,0,Not Graduate,No,26000,19110,116000,360,0,Semiurban,0,32,13,6,N
LP001816,,Yes,2,Not Graduate,No,33650,19170,112000,360,0,Rural,0,13,6,6,N
LP001817,Male,Yes,1,Graduate,,37170,29250,151000,360,,Semiurban,0,12,13,6,N
LP001818,Male,No,0,Not Graduate,No,14420,0,35000,360,1,Urban,0,19,3,6,N
LP001819,Male,Yes,1,Graduate,,41660,33690,201000,360,,Urban,0,12,3,5,N
LP001820,Male,No,0,Graduate,No,31670,0,74000,360,1,Urban,1,37,10,5,N
LP001821,Male,No,1,Graduate,Yes,46920,0,106000,360,1,Rural,1,20,4,3,N
LP001822,Male,No,3+,Graduate,No,125000,30000,320000,360,1,Rural,0,34,13,4,N
LP001823,Male,Yes,0,Graduate,No,18280,13300,100000,,0,Urban,0,42,8,3,N
LP001824,Male,No,0,Graduate,No,36000,0,80000,360,1,Urban,0,18,10,2,N
LP001825,Female,Yes,0,Graduate,No,26450,34400,120000,360,0,Urban,0,40,14,5,N
LP001826,Female,No,0,Graduate,No,42300,0,112000,360,1,Semiurban,0,43,15,4,N
LP001827,Male,Yes,2,Graduate,No,46160,0,134000,360,1,Urban,0,19,15,6,N
LP001828,Female,Yes,1,Graduate,Yes,115000,0,286000,360,0,Urban,1,45,12,6,N
LP001829,Male,Yes,0,Graduate,No,33660,22000,135000,360,1,Rural,1,21,14,3,N
LP001830,Male,Yes,0,Not Graduate,Yes,26090,34490,165000,180,0,Rural,1,44,15,4,N
LP001831,Male,Yes,1,Graduate,No,49450,0,,360,0,Rural,0,18,10,2,N
LP001832,Female,No,0,Graduate,No,41660,0,116000,360,0,Semiurban,1,32,13,4,N
LP001833,Male,Yes,0,Graduate,No,57260,45950,258000,360,1,Semiurban,1,30,5,2,N
LP001834,Male,No,0,Not Graduate,No,32000,22540,126000,180,0,Urban,0,12,18,6,N
LP001835,Female,No,0,Graduate,No,43000,0,136000,360,0,Semiurban,1,12,11,3,N
LP001836,Male,Yes,3+,Not Graduate,No,47550,0,95000,,0,Semiurban,0,13,3,6,N
LP001837,Male,No,0,Graduate,No,37500,0,113000,480,1,Urban,1,28,4,3,N
LP001838,Male,No,0,Graduate,No,37500,47500,176000,360,1,Urban,0,31,5,5,N
LP001839,Male,Yes,1,Graduate,Yes,10000,30220,110000,360,1,Urban,0,21,17,2,N
LP001840,Male,Yes,3+,Graduate,No,31670,40000,180000,300,0,Semiurban,0,31,12,2,N
LP001841,Female,Yes,2,Graduate,No,13780,18810,167000,360,1,Urban,1,12,3,2,N
LP001842,Male,Yes,0,Graduate,No,60000,22500,265000,360,,Semiurban,0,10,16,6,N
LP001843,Male,No,0,Graduate,,67820,0,,360,,Urban,0,21,11,2,N
LP001844,Male,No,0,Not Graduate,,73330,0,120000,360,1,Rural,0,11,11,3,N
LP001845,Male,Yes,2,Graduate,No,38000,36000,216000,360,0,Urban,0,41,17,4,N
LP001846,Male,Yes,0,Not Graduate,No,35720,41140,152000,,0,Rural,0,33,10,2,N
LP001847,Male,Yes,0,Graduate,No,55680,21420,175000,360,1,Rural,0,35,11,4,N
LP001848,Male,Yes,1,Graduate,Yes,105130,38500,160000,180,0,Urban,1,14,16,5,N
LP001849,Male,Yes,0,Graduate,No,60800,25690,182000,360,,Rural,0,15,16,5,N
LP001850,Male,Yes,3+,Graduate,No,40000,77500,290000,360,1,Semiurban,0,28,7,6,N
LP001851,Female,Yes,0,Graduate,No,45830,0,84000,360,1,Rural,1,43,11,5,N
LP001852,Male,No,0,Graduate,No,149990,0,242000,360,0,Semiurban,0,43,15,5,N
LP001853,Male,Yes,2,Not Graduate,No,42000,14300,129000,360,1,Rural,1,23,13,6,N
LP001854,Male,Yes,2,Graduate,No,50420,20830,185000,360,1,Rural,1,44,9,4,N
LP001855,Female,No,0,Graduate,No,100000,16660,225000,360,1,Rural,1,25,14,6,N
LP001856,Male,No,0,Graduate,No,62770,0,118000,360,0,Rural,1,43,7,4,N
